PIERCE ATWOOD LLP | ME | PORTLAND | 010190452
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 274520291
BMO HARRIS BANK N.A. FOR CLIENTS OF CMFG LIFE INSURANCE COMPANY | WI | MADISON | 274581779
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 274616854
HEXAVEST INC. | MO | KANSAS CITY | 274751870
IR&M LONG GOVERNMENT/CREDIT FUND LLC C/O INCOME RESEARCH & MANAGEMENT | MA | BOSTON | 274823991
IR&M SHORT FUND LLC C/O INCOME RESEARCH & MANAGEMENT | MA | BOSTON | 274824046
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 274955447
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 275012611
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 275012676
ALLIANCEBERNSTEIN L.P. | NY | WHITE PLAINS | 275255070
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 275275677
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 275279473
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 275279909
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 275280064
PRINCIPAL GLOBAL INVESTORS TRUST COMPANY | OR | PORTLAND | 275280363
ANESTHESIA PRACTICE CONSULTANTS, PC | MI | GRAND RAPIDS | 275332559
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 275348933
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 275374945
MARATHON PETROLEUM COMPANY LP | OH | FINDLAY | 276011802
ONEOK, INC. | OK | TULSA | 276030717
GLOBAL TRUST COMPANY | MA | WOBURN | 276059067
GLOBAL TRUST COMPANY | MA | WOBURN | 276075499
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 276124985
BECHTEL PLANT MACHINERY, INC. | PA | MONROEVILLE | 276139293
SEI TRUST COMPANY | PA | OAKS | 276148636
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 276191763
SEGAL ADVISORS, INC. | IL | CHICAGO | 276230536
NIXON PEABODY LLP | NY | ROCHESTER | 276262606
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 276300008
GLOBAL TRUST COMPANY | MA | WOBURN | 276331814
GLOBAL TRUST COMPANY | MA | WOBURN | 276334452
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 276346310
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 276429128
DELOITTE LLP | NY | NEW YORK | 276445994
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 276455179
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 276455977
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 276482678
SEI TRUST COMPANY | PA | OAKS | 276635237
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 276682407
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 276715052
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 276715074
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 276715091
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 276715115
SEI TRUST COMPANY | PA | OAKS | 276724457
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745185
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745191
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745203
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745217
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745238
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745249
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745261
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745274
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745287
WELLS FARGO BANK, N.A. | MN | MINNEAPOLIS | 276745297
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 276784056
SEI TRUST COMPANY | PA | OAKS | 276803405
BROWN BROTHERS HARRIMAN TRUST COMPANY, N.A. | NY | NEW YORK | 276904078
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 276934633
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 276991931
HUNTINGTON INGALLS INDUSTRIES, INC. | VA | NEWPORT NEWS | 277028217
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 277061564
STATE STREET BANK & TRUST COMPANY | MA | QUINCY | 277066972
AMERICAN TRUST COMPANY | KY | LEXINGTON | 277085274
ENERGY TRANSFER LP | TX | HOUSTON | 300108820
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 300134062
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 300134064
UBS ASSET MANAGEMENT TRUST COMPANY | IL | CHICAGO | 300135722
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 300216651
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 300224496
MERCER INVESTMENTS, LLC | MA | BOSTON | 300282430
MYR GROUP INC | CO | HENDERSON | 300365115
LGT CAPITAL PARTNERS (USA) INC. | NY | NEW YORK | 300441881
RUSSELL INVEST INSTITUTIONAL FUNDS LLC GLOBAL REAL ESTATE SECURITIES F | WA | SEATTLE | 300478827
HARBOURVEST INT'L PRIVATE EQUITY PARTNERS VI-PARTNERSHIP FUND L.P. | MA | BOSTON | 300486792
HIPEP VI-EUROPEAN SMALL-MEDIUM BUYOUT FUND L.P. | MA | BOSTON | 300486793
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 300524876
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 300577762
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 300577764
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 300587659
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 300587660
DOUBLELINE CAPITAL LP | CA | LOS ANGELES | 300596331
LAZARD ASSET MANAGEMENT LLC | MO | KANSAS CITY | 300598495
PREMIUM BRANDS SERVICES LLC | NJ | MAHWAH | 300641353
HEMMING MORSE, LLP | CA | CONCORD | 300702322
ABERDEEN ASSET MANAGEMENT | MO | KANSAS CITY | 300711678
LAZARD EMERGING MARKETS DEBT BLEND FUND (U.S.), LP | NY | NEW YORK | 300761181
HIGHCLERE INTERNTIONAL INVESTORS |  |  | 300795332
MCMORGAN & COMPANY LLC | CA | SAN FRANCISCO | 300808269
WELLINGTON MANAGEMENT COMPANY LLP | MA | BOSTON | 300835489
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 300840781
DCP SERVICES, LLC | CO | DENVER | 300870571
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 300886075
GCP APPLIED TECHNOLOGIES INC. | GA | ALPHARETTA | 300888367
BOSTON PARTNERS INTERNATIONAL VALUE EQUITY FUND | MA | BOSTON | 300889837
AG US GROUP SERVICES INC. | NY | NEW YORK | 300953494
GLOBAL ALPHA CAPITAL MANAGEMENT LTD. |  |  | 300958532
ROBERT BOSCH LLC | IL | BROADVIEW | 300988910
UNITED HEALTHCARE SERVICES INC. | MN | MINNETONKA | 300993007
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 301011718
BOSTON PARTNERS TREND FUND A FUND WITHIN BPCIT | MA | BOSTON | 301071595
MDU RESOURCES GROUP, INC. | ND | BISMARCK | 301133956
BLUE CROSS BLUE SHIELD OF MICHIGAN | MI | DETROIT | 301140600
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 301160018
THYSSENKRUPP NORTH AMERICA, LLC | OR | BEAVERTON | 306171273
SEI TRUST COMPANY | PA | OAKS | 306225619
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 306303214
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 306304154
GREATBANC TRUST COMPANY | IL | LISLE | 306318017
BELL BANK | ND | FARGO | 306351854
BELL BANK | ND | FARGO | 306351855
BELL BANK | ND | FARGO | 306351858
GLOBAL TRUST COMPANY | MA | WOBURN | 306406015
EATON VANCE TRUST COMPANY | IL | CHICAGO | 306442278
GLOBAL TRUST COMPANY | MA | WOBURN | 306492561
GLOBAL TRUST COMPANY | MA | WOBURN | 306507806
GLOBAL TRUST COMPANY | MA | WOBURN | 306526680
GLOBAL TRUST COMPANY | MA | WOBURN | 306537520
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 306539250
GLOBAL TRUST COMPANY | MA | WOBURN | 306543051
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 306596089
GLOBAL TRUST COMPANY | MA | WOBURN | 306617568
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 306632982
GLOBAL TRUST COMPANY | MA | WOBURN | 306659667
THE DAYTON POWER AND LIGHT COMPANY | IN | INDIANAPOLIS | 310258470
THE KROGER CO | OH | CINCINNATI | 310345740
OHIO NATIONAL LIFE INSURANCE CO | OH | CINCINNATI | 310397080
TAFT STETTINIUS & HOLLISTER LLP | OH | CINCINNATI | 310541755
GRAYDON HEAD & RITCHEY LLP | OH | CINCINNATI | 310565234
KEATING MUETHING & KLEKAMP PLL | OH | CINCINNATI | 310570030
JOHN R. JURGENSEN & ASSOCIATED COMPANIES | OH | CINCINNATI | 310578656
NETJETS AVIATION, INC. | OH | COLUMBUS | 310682096
HIXSON INCORPORATED | OH | CINCINNATI | 310785893
RMI TITANIUM COMPANY | PA | PITTSBURGH | 310875005
EMERGENCY MEDICINE SPECIALISTS, INC. | OH | MIAMISBURG | 311009777
KEGLER BROWN HILL & RITTER CO., LPA | OH | COLUMBUS | 311037466
MIDWEST PHYSICIAN ANESTHESIA SERVICES INC. | OH | COLUMBUS | 311039177
CINCINNATI FAN & VENTILATOR COMPANY, INC. | OH | MASON | 311072999
QUALIFIED EMERGENCY SPECIALISTS, INC. | TX | OKLAHOMA CITY | 311116049
METALEX MANUFACTURING, INC | OH | CINCINNATI | 311122107
INTERNATIONAL TECHNEGROUP, INCORPORATED | OH | MILFORD | 311123451
SOUTH DAYTON ACUTE CARE CONSULTANTS | OH | DAYTON | 311211500
AMERICAN HONDA MOTOR CO., INC. | OH | MARYSVILLE | 311231708
NATIONWIDE MUTUAL INSURANCE COMPANY | OH | COLUMBUS | 311432329
MID-OHIO EMERGENCY SERVICES, LLC | OH | COLUMBUS | 311603722
LONE PINE CAPITAL LLC | CT | GREENWICH | 311679699
COMMONWEALTH EMERGENCY | TX | DALLAS | 311713993
CHEVY CHASE TRUST COMPANY | MD | BETHESDA | 311772714
JOHNSON INVESTMENT COUNSEL, INC | OH | CINCINNATI | 311801770
NATIONWIDE LIFE INSURANCE COMPANY NATIONWIDE LIFE INSURANCE COMPANY | OH | COLUMBUS | 314156830
NATIONWIDE MUTUAL INSURANCE COMPANY | OH | COLUMBUS | 314177100
OHIO EDUCATION ASSOCIATION | OH | COLUMBUS | 314269414
VORYS,SATER,SEYMOUR AND PEASE LLP | OH | COLUMBUS | 314333125
BRICKER GRAYDON, LLP | OH | COLUMBUS | 314359739
PORTER WRIGHT MORRIS & ARTHUR LLP | OH | COLUMBUS | 314373657
CHRISTIAN BROTHERS INVESTMENT SERVICES, INC. | IL | CHICAGO | 314930314
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 320009970
UBS ASSET MANAGEMENT TRUST COMPANY | IL | CHICAGO | 320047510
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 320055829
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 320090004
BLACKROCK, INC. | NY | NEW YORK | 320174431
SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION | NY | NEW YORK | 320178959
AGC FLAT GLASS NORTH AMERICA, INC. | GA | ALPHARETTA | 320216448
EATON VANCE TRUST COMPANY | IL | CHICAGO | 320225130
CATERPILLAR INC. | TX | IRVING | 320229540
FIRST MIDWEST BANK | IL | JOLIET | 320245879
RUSSELL INVESTMENTS INSTITUTIONAL FUNDS LLC HIGH YIELD BOND | WA | SEATTLE | 320245912
COUNSEL TRUST COMPANY | PA | YORK | 320250074
COUNSEL TRUST COMPANY | PA | YORK | 320260659
ROBECO GLOBAL EMERGING MARKETS EQUITY FUND II A FD W/IN BPCIT | MA | BOSTON | 320291796
HARBOURVEST PARTNERS IX-VENTURE FUND L.P. | MA | BOSTON | 320292079
HARBOURVEST PARTNERS IX-CREDIT OPPORTUNITIES FUND L.P. | MA | BOSTON | 320292081
EPOCH INVESTMENT PARTNERS, INC. | MO | KANSAS CITY | 320358020
ABBVIE INC. | IL | NORTH CHICAGO | 320375147
PROVIDENCE MEDICAL ASSOCIATES, INC. | CA | TORRANCE | 320437628
PARAMETRIC PORTFOLIO ASSOCIATES LLC | MN | MINNEAPOLIS | 320463932
BECHTEL GLOBAL CORPORATION | AZ | GLENDALE | 320467751
NEUBERGER BERMAN INVESTMENT ADVISERS LLC | NY | NEW YORK | 320578748
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 326015614
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 326015615
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 326015616
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 326039647
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326199795
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326199848
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326200430
MERCER TRUST COMPANY LLC | MA | BOSTON | 326219484
DPWN HOLDINGS USA, INC. | FL | WESTON | 326224784
VANGUARD FIDUCIARY TRUST COMPANY | PA | MALVERN | 326234152
COMCAST CORPORATION | PA | PHILADELPHIA | 326317945
GLOBAL TRUST COMPANY | MA | WOBURN | 326387615
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 326463303
GLOBAL TRUST COMPANY | MA | WOBURN | 326471303
GLOBAL TRUST COMPANY | MA | WOBURN | 326481196
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326493445
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326493592
GLOBAL TRUST COMPANY | MA | WOBURN | 326505859
FLUOR MARINE PROPULSION, LLC | PA | WEST MIFFLIN | 326525146
COMERICA BANK & TRUST, NATIONAL ASSOCIATION | MI | DETROIT | 326525595
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 326528132
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 326528532
GLOBAL TRUST COMPANY | MA | WOBURN | 326562512
NEWMEYER & DILLION, LLP | CA | NEWPORT BEACH | 330051418
MORGAN STANLEY INVESTMENT MANAGEMENT | MO | KANSAS CITY | 330124536
BUSCH GROUP, LLC | CA | IRVINE | 330221239
STOCKSPLUS, L.P. | CA | NEWPORT BEACH | 330250969
FLUOR CORPORATION MASTER RETIREMENT TRUST (DC) | TX | IRVING | 330414495
ST. JUDE HERITAGE MEDICAL GROUP, A MEDICAL CORPORATION | CA | ANAHEIM | 330562468
GLOBEFLEX CAPITAL, L.P. | CA | SAN DIEGO | 330597629
PACIFIC INVESTMENT MANAGEMENT COMPANY LLC | CA | NEWPORT BEACH | 330629048
LEIDOS BIOMEDICAL RESEARCH, INC. | MD | FREDERICK | 330653185
CHILDRENS PRIMARY CARE MEDICAL GROUP, INC. | CA | SAN DIEGO | 330662258
BRANDES INVESTMENT PARTNERS, LP | CA | LA JOLLA | 330704072
SEMPRA | CA | SAN DIEGO | 330732627
SAN DIEGO COASTAL MEDICAL GROUP, INC. | CA | SAN DIEGO | 330776371
LUMILEDS LLC | CA | SAN JOSE | 330876012
KINGSTON TECHNOLOGY COMPANY, INC. | CA | FOUNTAIN VALLEY | 330883440
PEDIATRIC SUBSPECIALTY FACULTY, INC. | CA | ORANGE | 330930025
BALL CORPORATION | CO | WESTMINSTER | 331013896
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 331030441
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 331030442
DRA ADVISORS LLC | NY | NEW YORK | 331032314
MONDRIAN INVESTMENT GROUP US, INC. | DE | WILMINGTON | 331117950
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 331162479
NISSAN NORTH AMERICA, INC. | TN | FRANKLIN | 336027727
LAZARD ASSET MANAGEMENT LLC | MO | KANSAS CITY | 336363285
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336370138
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336370139
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336370141
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371105
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371109
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371110
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371111
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371112
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371113
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371114
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371930
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371932
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371933
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371934
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371935
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371936
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371937
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371938
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336371939
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336379492
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 336379493
JONES DAY | OH | CLEVELAND | 340319085
FASTENER INDUSTRIES, INC. | OH | BEREA | 340439680
THOMPSON HINE LLP | OH | CLEVELAND | 340575300
THE TIMKEN COMPANY | OH | NORTH CANTON | 340577130
SQUIRE PATTON BOGGS (US) LLP | OH | CLEVELAND | 340648199
SWAGELOK COMPANY | OH | SOLON | 340688825
CALFEE HALTER AND GRISWOLD LLP | OH | CLEVELAND | 340732302
ULMER & BERNE LLP | OH | CLEVELAND | 340756436
ATLAS STEEL PRODUCTS COMPANY | OH | TWINSBURG | 340811049
ANESTHESIA ASSOCIATES, P.L.L. | OH | PAINESVILLE | 340894140
BEL-PARK ANESTHESIA ASSOCIATES INC | OH | CANFIELD | 341039898
MCDONALD HOPKINS LLC | OH | CLEVELAND | 341059058
WEBSTER INDUSTRIES, INC. | OH | TIFFIN | 341059179
REMINGER CO., L.P.A. | OH | CLEVELAND | 341101394
BROUSE MCDOWELL, A LEGAL PROFESSIONAL ASSOCIATION | OH | AKRON | 341108723
EATON CORPORATION | OH | CLEVELAND | 341407310
THE GOODYEAR TIRE & RUBBER COMPANY | OH | AKRON | 341458060
PERFORMANCE CONTRACTING GROUP, INC. | KS | LENEXA | 341478097
CEDAR FAIR, L.P. | OH | SANDUSKY | 341560655
ANESTHESIOLOGY SERVICES NETWORK LTD | OH | DAYTON | 341835062
AVIENT CORPORATION | OH | AVON LAKE | 341932233
CLIFFS & ASSOC EMP DEF CONTRIBUTION COLLECTIVE TRUST | OH | CLEVELAND | 341935031
CLIFFS NATURAL RESOURCES, INC. & ASSOC. COS. MASTER PENSION TRUST | OH | CLEVELAND | 341935032
EMP/TIL/SHOPS RETIREE BENEFIT TRUST | OH | CLEVELAND | 341935035
AXIOM INTERNATIONAL INVESTORS, LLC | CT | GREENWICH | 342057991
HARBOURVEST PARTNERS VIII-BUYOUT FUND L.P. | MA | BOSTON | 342063501
HARBOURVEST PARTNERS VIII-VENTURE FUND L. P. | MA | BOSTON | 342063502
HARBOURVEST PARTNERS VIII-MEZZANINE AND DISTRESSED DEBT FUND L.P. | MA | BOSTON | 342063515
GREENVILLE NATIONAL BANK | OH | GREENVILLE | 344249625
SUTTON BANK | OH | ATTICA | 344369660
EASTMAN & SMITH LTD. | OH | TOLEDO | 344404967
SHUMAKER LOOP KENDRICK LLP | OH | TOLEDO | 344439491
KEYBANK NATIONAL ASSOCIATION | OH | CLEVELAND | 346514544
KEYCORP | OH | CLEVELAND | 346542451
JONES DAY | OH | CLEVELAND | 346556769
KEYBANK NATIONAL ASSOCIATION | OH | CLEVELAND | 346903863
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 347175869
AMERICAN UNITED LIFE INSURANCE COMPANY | IN | INDIANAPOLIS | 350145825
PROTECTIVE INSURANCE CORPORATION | IN | CARMEL | 350160330
ELI LILLY AND COMPANY | IN | INDIANAPOLIS | 350470950
LINCOLN NATIONAL LIFE INSURANCE COMPANY | PA | RADNOR | 350472300
ICE MILLER LLP | IN | INDIANAPOLIS | 350874357
BARNES & THORNBURG LLP | IN | INDIANAPOLIS | 350900596
RIETH-RILEY CONSTRUCTION CO. INC. | IN | GOSHEN | 350918397
BOSE MCKINNEY & EVANS LLP | IN | INDIANAPOLIS | 350957980
KRIEG DEVAULT LLP | IN | INDIANAPOLIS | 351055087
BUTLER, FAIRMAN & SEUFERT, INC. | IN | INDIANAPOLIS | 351063590
UNITED CONSULTING ENGINEERS, INC. | IN | INDIANAPOLIS | 351108415
LINCOLN NATIONAL CORPORATION | PA | RADNOR | 351140070
SUMMIT RADIOLOGY, P.C. | IN | FORT WAYNE | 351140337
ALLIED PHYSICIANS INC. | IN | FORT WAYNE | 351155438
NORTHWEST RADIOLOGY NETWORK, P.C. | IN | INDIANAPOLIS | 351158723
PROFESSIONAL EMERGENCY PHYSICIANS, P.C. | IN | FORT WAYNE | 351183940
RADIOLOGY OF INDIANA, P.C. | IN | INDIANAPOLIS | 351187380
RADIOLOGY, INC. | IN | MISHAWAKA | 351276175
HALL, RENDER, KILLIAN, HEATH AND LYMAN, P.C. | IN | INDIANAPOLIS | 351427161
SCOPELITIS, GARVIN, LIGHT, HANSON & FEARY, P.C. | IN | INDIANAPOLIS | 351487550
MIDWEST EYE INSTITUTE, P.C. | IN | INDIANAPOLIS | 351538522
CORTEVA AGRISCIENCE, LLC | DE | WILMINGTON | 351781118
NORTHERN INDIANA PUBLIC SERVICE CO | IN | MERRILLVILLE | 351883904
ONEAMERICA FINANCIAL PARTNERS INC. | IN | INDIANAPOLIS | 352126602
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 352167780
WASHINGTON TOWNSHIP MEDICAL GROUP, INC. | CA | FREMONT | 352283730
BELL BANK | ND | FARGO | 352315675
BELL BANK | ND | FARGO | 352315676
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 352316060
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352354460
UNITED PARCEL SERVICE OF AMERICA, INC. | GA | ATLANTA | 352371556
PACKARD MEDICAL GROUP, INC. | CA | PALO ALTO | 352420096
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352425738
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352425739
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352425740
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352425741
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352425742
BRIDGEWATER ALL WEATHER PORTFOLIO III, LTD. | CT | WESTPORT | 352427182
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 352439538
BOSTON PARTNERS GLOBAL EQUITY FUND A FUND WITHIN BPCIT | MA | BOSTON | 352539222
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 352611309
AMERICAN TRUST COMPANY | TN | CORDOVA | 352695990
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356785642
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 356787005
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 356787007
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356941654
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356941663
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356941728
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356941729
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 356942416
MERCER TRUST COMPANY LLC | MA | BOSTON | 357004395
BELL BANK | ND | FARGO | 357019612
RELIANCE TRUST COMPANY | GA | ATLANTA | 357085469
GLOBAL TRUST COMPANY | MA | WOBURN | 357119630
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 357124469
MARATHON ASSET MANAGEMENT LIMITED | IL | CHICAGO | 357153517
GLOBAL TRUST COMPANY | MA | WOBURN | 357161136
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 357176328
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 357192509
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 357192720
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 357193113
FLUOR MARINE PROPULSION, LLC | PA | WEST MIFFLIN | 357220852
T. ROWE PRICE TRUST COMPANY | MD | BALTIMORE | 357225461
ALPA | VA | MCLEAN | 360710830
AMALGAMATED BANK OF CHICAGO | IL | CHICAGO | 360721895
AMERICAN FEDERATION OF TEACHERS, AFL-CIO | DC | WASHINGTON | 360725240
BAXTER INTERNATIONAL INC | IL | DEERFIELD | 360781620
COLUMBIA PIPE & SUPPLY CO. | IL | CHICAGO | 360935230
CONTINENTAL GRAIN COMPANY | NY | NEW YORK | 360947870
FIRST AMERICAN BANK | IL | BLOOMINGDALE | 361078850
MAYER BROWN LLP | IL | CHICAGO | 361447220
MCDERMOTT WILL & EMERY LLP | IL | CHICAGO | 361453176
THE NORTHERN TRUST COMPANY | IL | CHICAGO | 361561860
S&C ELECTRIC COMPANY | IL | CHICAGO | 361747665
DENTONS US LLP | IL | CHICAGO | 361796730
BP CORPORATION NORTH AMERICA INC. | TX | HOUSTON | 361812780
HINSHAW & CULBERTSON LLP | IL | CHICAGO | 362128133
BAKER & MCKENZIE LLP | IL | CHICAGO | 362137456
FITCH, EVEN, TABIN & FLANNERY LLP | IL | CHICAGO | 362151735
WARADY & DAVIS, LLP | IL | DEERFIELD | 362170602
